"Step","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - valid_epoch/Dice","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - valid_epoch/Dice__MIN","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - valid_epoch/Dice__MAX"
"494","0.9554482698440552","0.9554482698440552","0.9554482698440552"
"498","0.9412478804588318","0.9412478804588318","0.9412478804588318"
"502","0.9419772624969482","0.9419772624969482","0.9419772624969482"
"506","0.939203679561615","0.939203679561615","0.939203679561615"
"510","0.9443572759628296","0.9443572759628296","0.9443572759628296"
"514","0.9535152912139893","0.9535152912139893","0.9535152912139893"
"518","0.9556424021720886","0.9556424021720886","0.9556424021720886"
"522","0.9491652250289917","0.9491652250289917","0.9491652250289917"
"526","0.930154025554657","0.930154025554657","0.930154025554657"
"530","0.9517459869384766","0.9517459869384766","0.9517459869384766"
"534","0.9395876526832581","0.9395876526832581","0.9395876526832581"
"538","0.9367179870605469","0.9367179870605469","0.9367179870605469"
"542","0.9509181380271912","0.9509181380271912","0.9509181380271912"
"546","0.9509015083312988","0.9509015083312988","0.9509015083312988"
"550","0.9464803338050842","0.9464803338050842","0.9464803338050842"
"554","0.9001940488815308","0.9001940488815308","0.9001940488815308"
"558","0.9498922824859619","0.9498922824859619","0.9498922824859619"
"562","0.8880801796913147","0.8880801796913147","0.8880801796913147"
"566","0.9512745141983032","0.9512745141983032","0.9512745141983032"
"570","0.9426930546760559","0.9426930546760559","0.9426930546760559"
"574","0.9500254988670349","0.9500254988670349","0.9500254988670349"
"578","0.9384692311286926","0.9384692311286926","0.9384692311286926"
"582","0.9482423663139343","0.9482423663139343","0.9482423663139343"
"586","0.9160515069961548","0.9160515069961548","0.9160515069961548"
"590","0.9452046751976013","0.9452046751976013","0.9452046751976013"
"594","0.9455791711807251","0.9455791711807251","0.9455791711807251"
"598","0.9436805248260498","0.9436805248260498","0.9436805248260498"
"602","0.947198212146759","0.947198212146759","0.947198212146759"
"606","0.945973813533783","0.945973813533783","0.945973813533783"
"610","0.9457231760025024","0.9457231760025024","0.9457231760025024"
"614","0.9521870613098145","0.9521870613098145","0.9521870613098145"
"618","0.9411596059799194","0.9411596059799194","0.9411596059799194"
"622","0.9507134556770325","0.9507134556770325","0.9507134556770325"
"626","0.951278805732727","0.951278805732727","0.951278805732727"
"630","0.9441590905189514","0.9441590905189514","0.9441590905189514"
