"Step","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - valid_epoch/IoU","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - valid_epoch/IoU__MIN","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - valid_epoch/IoU__MAX"
"310","0.8761054873466492","0.8761054873466492","0.8761054873466492"
"314","0.8816803693771362","0.8816803693771362","0.8816803693771362"
"318","0.7991414666175842","0.7991414666175842","0.7991414666175842"
"322","0.888864278793335","0.888864278793335","0.888864278793335"
"326","0.8528003692626953","0.8528003692626953","0.8528003692626953"
"330","0.89019775390625","0.89019775390625","0.89019775390625"
"334","0.8643409013748169","0.8643409013748169","0.8643409013748169"
"338","0.5695462822914124","0.5695462822914124","0.5695462822914124"
"342","0.8745082020759583","0.8745082020759583","0.8745082020759583"
"346","0.8697494268417358","0.8697494268417358","0.8697494268417358"
"350","0.890211820602417","0.890211820602417","0.890211820602417"
"354","0.8553770184516907","0.8553770184516907","0.8553770184516907"
"358","0.8815536499023438","0.8815536499023438","0.8815536499023438"
"362","0.8178893327713013","0.8178893327713013","0.8178893327713013"
"366","0.6190075278282166","0.6190075278282166","0.6190075278282166"
"370","0.8645943999290466","0.8645943999290466","0.8645943999290466"
"374","0.8879027366638184","0.8879027366638184","0.8879027366638184"
"378","0.8237019777297974","0.8237019777297974","0.8237019777297974"
"382","0.8786745071411133","0.8786745071411133","0.8786745071411133"
"386","0.8978105783462524","0.8978105783462524","0.8978105783462524"
"390","0.8797357082366943","0.8797357082366943","0.8797357082366943"
"394","0.7728808522224426","0.7728808522224426","0.7728808522224426"
"398","0.8857284784317017","0.8857284784317017","0.8857284784317017"
"402","0.8912659883499146","0.8912659883499146","0.8912659883499146"
"406","0.8715540170669556","0.8715540170669556","0.8715540170669556"
"410","0.893670380115509","0.893670380115509","0.893670380115509"
"414","0.8918823599815369","0.8918823599815369","0.8918823599815369"
"418","0.8781090974807739","0.8781090974807739","0.8781090974807739"
"422","0.8519831299781799","0.8519831299781799","0.8519831299781799"
"426","0.8504407405853271","0.8504407405853271","0.8504407405853271"
"430","0.867786705493927","0.867786705493927","0.867786705493927"
"434","0.8261616230010986","0.8261616230010986","0.8261616230010986"
"438","0.875092089176178","0.875092089176178","0.875092089176178"
"442","0.8550145626068115","0.8550145626068115","0.8550145626068115"
"446","0.8520982265472412","0.8520982265472412","0.8520982265472412"
"450","0.8637914061546326","0.8637914061546326","0.8637914061546326"
"454","0.8630193471908569","0.8630193471908569","0.8630193471908569"
"458","0.8903102278709412","0.8903102278709412","0.8903102278709412"
"462","0.8468877673149109","0.8468877673149109","0.8468877673149109"
"466","0.8642734289169312","0.8642734289169312","0.8642734289169312"
"470","0.8688499927520752","0.8688499927520752","0.8688499927520752"
"474","0.8881648182868958","0.8881648182868958","0.8881648182868958"
"478","0.875035285949707","0.875035285949707","0.875035285949707"
"482","0.8223997950553894","0.8223997950553894","0.8223997950553894"
"486","0.8875917792320251","0.8875917792320251","0.8875917792320251"
"490","0.882506251335144","0.882506251335144","0.882506251335144"
"494","0.9038013219833374","0.9038013219833374","0.9038013219833374"
"498","0.8792808651924133","0.8792808651924133","0.8792808651924133"
"502","0.8804734349250793","0.8804734349250793","0.8804734349250793"
"506","0.8755072951316833","0.8755072951316833","0.8755072951316833"
"510","0.8867170810699463","0.8867170810699463","0.8867170810699463"
"514","0.9004390239715576","0.9004390239715576","0.9004390239715576"
"518","0.9041053056716919","0.9041053056716919","0.9041053056716919"
"522","0.8930952548980713","0.8930952548980713","0.8930952548980713"
"526","0.859993040561676","0.859993040561676","0.859993040561676"
"530","0.89742112159729","0.89742112159729","0.89742112159729"
"534","0.8766341209411621","0.8766341209411621","0.8766341209411621"
"538","0.8717203736305237","0.8717203736305237","0.8717203736305237"
"542","0.8960486054420471","0.8960486054420471","0.8960486054420471"
"546","0.8958730101585388","0.8958730101585388","0.8958730101585388"
"550","0.8880632519721985","0.8880632519721985","0.8880632519721985"
"554","0.8111897706985474","0.8111897706985474","0.8111897706985474"
"558","0.8939031958580017","0.8939031958580017","0.8939031958580017"
"562","0.7918462753295898","0.7918462753295898","0.7918462753295898"
"566","0.8968778848648071","0.8968778848648071","0.8968778848648071"
"570","0.8811704516410828","0.8811704516410828","0.8811704516410828"
"574","0.8945485353469849","0.8945485353469849","0.8945485353469849"
"578","0.87403804063797","0.87403804063797","0.87403804063797"
"582","0.8915672302246094","0.8915672302246094","0.8915672302246094"
"586","0.8369867205619812","0.8369867205619812","0.8369867205619812"
"590","0.8859253525733948","0.8859253525733948","0.8859253525733948"
"594","0.8864718675613403","0.8864718675613403","0.8864718675613403"
"598","0.8831668496131897","0.8831668496131897","0.8831668496131897"
"602","0.8900063037872314","0.8900063037872314","0.8900063037872314"
"606","0.8871904611587524","0.8871904611587524","0.8871904611587524"
"610","0.8868807554244995","0.8868807554244995","0.8868807554244995"
"614","0.8979073166847229","0.8979073166847229","0.8979073166847229"
"618","0.8793255090713501","0.8793255090713501","0.8793255090713501"
"622","0.8957135677337646","0.8957135677337646","0.8957135677337646"
"626","0.8963966369628906","0.8963966369628906","0.8963966369628906"
"630","0.8845973610877991","0.8845973610877991","0.8845973610877991"
